Type,Virus Family,SHA-256,Benign Tasks,Duration,No. of Commands,Read Traffic,Write Traffic,Disk Size,Victim Data,Source,OS,Recording_Index
RW,Sodinokibi_fd16,fd164c4c121371f94cfd3a034ad8cf8edc7c0f7141a8f4c9da1683d41b212a87,"Do_git_repository, Disk indexing",1003,500338,9,14,100GB,Set 2,In-house,Windows,833
RW,Hive_a45c,a45cfb48b6c6b9b40bc56daf553b91223610beed172485622755042a0948af49,"User_files_wipe, Disk indexing",1005,1219405,40,329,512GB,Set 4,In-house,Windows,834
RW,MedusaLocker_f5fb,f5fb7fa5231c18f0951c755c4cb0ec07b0889b5e320f42213cbf6bbbe499ad31,Encrypt_using_aescrypt,1003,5728240,179,20,512GB,Set 5,In-house,Windows,835
RW,Maze_3885,3885589a3c94d0475a6d994e4644e682f4cff93f8b4d65f37508ffe706861363,"Compress_rar_using_winrar, Disk indexing",1004,3667875,108,111,512GB,Set 4,In-house,Windows,836
RW,BlackMatter_e4fd,e4fd947a781611c85ea2e5afa51b186de7f351026c28eb067ad70028acd72cda,Install_package,1005,2203531,130,142,512GB,Set 5,In-house,Windows,837
RW,LockBit_0545,0545f842ca2eb77bcac0fd17d6d0a8c607d7dbc8669709f3096e5c1828e1c049,User_files_wipe,1002,1789418,3,84,512GB,Set 5,In-house,Windows,838
RW,Hive_45f,45fe0ecf68262d5a8f4e75715f3311279c9f9b41e4f27b5ff471a59f06076254,"Compress_using_7z_sw, Disk indexing",1003,1851467,49,293,512GB,Set 4,In-house,Windows,839
RW,Maze_6a22,6a22220c0fe5f578da11ce22945b63d93172b75452996defdc2ff48756bde6af,Cmake_from_source,1003,2005917,134,140,512GB,Set 5,In-house,Windows,840
RW,BlackMatter_730f,730f2d6243055c786d737bae0665267b962c64f57132e9ab401d6e7625c3d0a4,"User_files_wipe, Disk indexing",1003,2773499,114,169,512GB,Set 4,In-house,Windows,841
RW,Sodinokibi_9b11,9b11711efed24b3c6723521a7d7eb4a52e4914db7420e278aa36e727459d59dd,Cmake_from_source,1003,783356,90,92,512GB,Set 3,In-house,Windows,842
RW,Thanos_4852,4852f22df095db43f2a92e99384ff7667020413e74f67fcbd42fca16f8f96f4c,Install_package,1003,2322340,75,82,512GB,Set 3,In-house,Windows,843
RW,BlackMatter_22d7,22d7d67c3af10b1a37f277ebabe2d1eb4fd25afbd6437d4377400e148bcc08d6,Anaconda_package,1003,1889790,97,107,512GB,Set 5,In-house,Windows,844
RW,Sodinokibi_db59,db59d4ab0aaf660fe778f9190102e1b808bc5d357026736ca335e4858ec512eb,"Anaconda_package, Disk indexing",1003,510697,9,12,100GB,Set 2,In-house,Windows,845
RW,HelloXD_903c,903c04976fa6e6721c596354f383a4d4272c6730b29eee00b0ec599265963e74,Compress_using_7z_sw,1010,2411769,20,34,512GB,Set 5,In-house,Windows,846
RW,LockBit_f2d,f2da3d1410c5058720a4307acf5fec7fc2b54285be9dd89eae108cce368dcde7,Anaconda_package,1004,1737991,57,64,512GB,Set 5,In-house,Windows,847
RW,BlackMatter_5da8,5da8d2e1b36be0d661d276ea6523760dbe3fa4f3fdb7e32b144812ce50c483fa,Do_git_repository,1003,2392423,112,122,512GB,Set 3,In-house,Windows,848
RW,Sodinokibi_de20,de20c90de7becbb2f8b92ac42d71a3db3db498472746d0d6f53c368dadba44b0,Encrypt_using_aescrypt,1004,1225034,12,18,100GB,Set 1,In-house,Windows,849
RW,Thanos_4852,4852f22df095db43f2a92e99384ff7667020413e74f67fcbd42fca16f8f96f4c,"User_files_wipe, Disk indexing",1002,1949377,30,93,100GB,Set 2,In-house,Windows,850
RW,Diavol_7945,79456569b6aba9d00e641ce0067a0b18e4fe69232d6c356201d1ab62ebfe4c8f,"Encrypt_using_aescrypt, Disk indexing",1003,3166970,40,48,100GB,Set 2,In-house,Windows,851
RW,LockBit_bdc2,bdc2801e747ee4dd2b50b1ecd3fa3eb53b6c8101ec37eff8d18e485a7f4a7bd0,"Compress_rar_using_winrar, Disk indexing",1003,1081245,2,7,100GB,Set 2,In-house,Windows,852
RW,BlackMatter_22d7,22d7d67c3af10b1a37f277ebabe2d1eb4fd25afbd6437d4377400e148bcc08d6,Encrypt_using_aescrypt,1003,2783070,105,117,512GB,Set 5,In-house,Windows,853
RW,Sodinokibi_9df3,9df39b3b2b0ed8ed469d028cc4269655d6b70aef8b22a308f34e1929e4b00992,"Install_package, Disk indexing",1004,679109,24,27,100GB,Set 2,In-house,Windows,854
RW,Alkhal_7a31,7a3175bed8d0e7ff9532430734875a83c2677c313a031ba67d38849d8e7bcc56,Encrypt_using_aescrypt,1005,2673828,68,74,512GB,Set 3,In-house,Windows,855
RW,Sodinokibi_6834,6834005e47c6ad53cb0793e1f13b6ea45383d86691b179f4229214d8768d0ceb,"Cmake_from_source, Disk indexing",1004,1584364,65,69,512GB,Set 4,In-house,Windows,856
RW,MedusaLocker_f5fb,f5fb7fa5231c18f0951c755c4cb0ec07b0889b5e320f42213cbf6bbbe499ad31,"User_files_wipe, Disk indexing",1003,1970729,33,95,100GB,Set 2,In-house,Windows,857
RW,Ransomare.Makop_a617,a617fdbff227afe8c89ba96d34724fb03c0c08857c508c8c80f3fedc916fe2b4,User_files_wipe,1003,2324439,53,105,512GB,Set 3,In-house,Windows,858
RW,AvosLocker_f810,f810deb1ba171cea5b595c6d3f816127fb182833f7a08a98de93226d4f6a336f,Encrypt_using_aescrypt,1002,1776902,34,38,100GB,Set 1,In-house,Windows,859
RW,Maze_4e25,4e2554b448424859b508433e6c4a043718343febc7894a849f446dd197b47d1e,Get_and_install_apps,1003,2503139,135,143,512GB,Set 5,In-house,Windows,860
RW,Mespinoza_0433,0433efd9ba06378eb6eae864c85aafc8b6de79ef6512345294e9e379cc054c3d,"Cmake_from_source, Disk indexing",1004,3763799,13,19,100GB,Set 2,In-house,Windows,861
RW,Sodinokibi_9df3,9df39b3b2b0ed8ed469d028cc4269655d6b70aef8b22a308f34e1929e4b00992,Compress_rar_using_winrar,1004,974062,117,124,512GB,Set 3,In-house,Windows,862
RW,Sodinokibi_6834,6834005e47c6ad53cb0793e1f13b6ea45383d86691b179f4229214d8768d0ceb,Encrypt_using_aescrypt,1005,1314329,12,17,100GB,Set 1,In-house,Windows,863
RW,Mespinoza_0433,0433efd9ba06378eb6eae864c85aafc8b6de79ef6512345294e9e379cc054c3d,"Compress_using_7z_sw, Disk indexing",1004,3592639,38,43,100GB,Set 2,In-house,Windows,864
RW,Mespinoza_7c77,7c774062bc55e2d0e869d5d69820aa6e3b759454dbc926475b4db6f7f2b6cb14,Do_git_repository,1004,4812033,25,31,512GB,Set 5,In-house,Windows,865
RW,Sodinokibi_2f00,2f00cd865ea857a2d9d399385c408e99f9daaa1b6c193f2195393bd459524b3e,"Encrypt_using_aescrypt, Disk indexing",1002,1708273,88,87,512GB,Set 4,In-house,Windows,866
RW,Sodinokibi_20d4,20d46f118a5e925f992932f20dd658e4d464ac8d8218f7fba683029d51761709,User_files_wipe,1003,1243982,40,131,512GB,Set 3,In-house,Windows,867
RW,Maze_e8a0,e8a091a84dd2ea7ee429135ff48e9f48f7787637ccb79f6c3eb42f34588bc684,Install_package,1003,2218214,47,53,512GB,Set 3,In-house,Windows,868
RW,Maze_6a22,6a22220c0fe5f578da11ce22945b63d93172b75452996defdc2ff48756bde6af,Cmake_from_source,1005,3986550,83,90,512GB,Set 3,In-house,Windows,869
RW,BlackMatter_e4fd,e4fd947a781611c85ea2e5afa51b186de7f351026c28eb067ad70028acd72cda,"Do_git_repository, Disk indexing",1003,1733891,112,117,512GB,Set 4,In-house,Windows,870
RW,Play_952f,952fec5f9e7137951700d7e4239728f903e360b3fdb0332deb9448bdc31c2f3f,Compress_using_7z_sw,1005,3229354,50,59,512GB,Set 3,In-house,Windows,871
RW,Sodinokibi_6834,6834005e47c6ad53cb0793e1f13b6ea45383d86691b179f4229214d8768d0ceb,Install_package,1003,1430058,47,56,512GB,Set 5,In-house,Windows,872
RW,AvosLocker_43b7,43b7a60c0ef8b4af001f45a0c57410b7374b1d75a6811e0dfc86e4d60f503856,Install_package,1002,2232351,27,32,100GB,Set 1,In-house,Windows,873
RW,Karma_4dec,4dec9a9044631caef283c7f39a576e4e5c1cc1e6a97ce5c60936a3a3d0097818,Cmake_from_source,1003,1348323,48,54,512GB,Set 5,In-house,Windows,874
RW,HelloXD_903c,903c04976fa6e6721c596354f383a4d4272c6730b29eee00b0ec599265963e74,"Anaconda_package, Disk indexing",1003,2045721,35,43,100GB,Set 2,In-house,Windows,875
RW,TimeTime_c535,c535611e8a4ed6950f580b1007923727ba79ea7cac1a3cf7c77525cbf6b68126,Anaconda_package,1003,1501787,26,36,100GB,Set 1,In-house,Windows,876
RW,Karma_3462,34629751d8202be456dcf149b516afefc980a9128dd6096fd6286fee530a0d20,"User_files_wipe, Disk indexing",1005,4435974,40,92,512GB,Set 4,In-house,Windows,877
RW,Ransomare.Koxic_7a5,7a5e20e021dc29a07cad61f4d0bdb98e22749f13c3ace58220bfe978908bb7e9,User_files_wipe,1015,1667971,17,45,100GB,Set 1,In-house,Windows,878
RW,RagnarLocker_041f,041fd213326dd5c10a16caf88ff076bb98c68c052284430fba5f601023d39a14,Do_git_repository,1004,2054712,64,76,512GB,Set 5,In-house,Windows,879
RW,BlackMatter_2aad,2aad85dbd4c79bd21c6218892552d5c9fb216293a251559ba59d45d56a01437c,User_files_wipe,1002,2235792,36,82,100GB,Set 1,In-house,Windows,880
RW,Sodinokibi_9b11,9b11711efed24b3c6723521a7d7eb4a52e4914db7420e278aa36e727459d59dd,Get_and_install_apps,1004,1415744,91,100,512GB,Set 5,In-house,Windows,881
RW,MedusaLocker_f5fb,f5fb7fa5231c18f0951c755c4cb0ec07b0889b5e320f42213cbf6bbbe499ad31,Get_and_install_apps,1006,4024160,157,70,512GB,Set 3,In-house,Windows,882
RW,Sodinokibi_9b11,9b11711efed24b3c6723521a7d7eb4a52e4914db7420e278aa36e727459d59dd,Anaconda_package,1003,1060553,101,105,512GB,Set 3,In-house,Windows,883
RW,Lorenz_1264,1264b40feaa824d5ba31cef3c8a4ede230c61ef71c8a7994875deefe32bd8b3d,"User_files_wipe, Disk indexing",1003,3682106,32,95,100GB,Set 2,In-house,Windows,884
RW,Sodinokibi_2f00,2f00cd865ea857a2d9d399385c408e99f9daaa1b6c193f2195393bd459524b3e,"User_files_wipe, Disk indexing",1002,1307240,95,119,512GB,Set 4,In-house,Windows,885
RW,Sodinokibi_fd16,fd164c4c121371f94cfd3a034ad8cf8edc7c0f7141a8f4c9da1683d41b212a87,"User_files_wipe, Disk indexing",1003,839885,44,89,512GB,Set 4,In-house,Windows,886
RW,BlackMatter_e4fd,e4fd947a781611c85ea2e5afa51b186de7f351026c28eb067ad70028acd72cda,"Compress_rar_using_winrar, Disk indexing",1003,1071585,41,43,100GB,Set 2,In-house,Windows,887
RW,Cerber_078d,078de7d019f5f1e546aa29af7123643bd250341af71506e6256dfee8f245a2a7,Cmake_from_source,1002,3808047,17,20,512GB,Set 5,In-house,Windows,888
RW,Sodinokibi_cb4,cb4af8d6d57163b0322bd033b36379f805bdb59ec550049ea568cc0a7dfe52cd,"Compress_using_7z_sw, Disk indexing",1004,495537,9,12,100GB,Set 2,In-house,Windows,889
RW,Diavol_b3d,b3da793a00eebaf8987fe2b759369e3d7ff02d91111c219c707bcb9709357637,Install_package,1004,3483621,37,50,100GB,Set 1,In-house,Windows,890
RW,Mespinoza_0433,0433efd9ba06378eb6eae864c85aafc8b6de79ef6512345294e9e379cc054c3d,Get_and_install_apps,1003,4329090,16,22,100GB,Set 1,In-house,Windows,891
RW,RanzyLocker_0db6,0db6f0721b23aba59852382dad8042be26832c7bb182d79f4734e17da3bcd5ee,User_files_wipe,1003,2875023,36,203,512GB,Set 3,In-house,Windows,892
RW,LockBit_e216,e216372e4328f1cf5cf39a73540b508adc8d777fef90ca77af635c2331deb5cc,User_files_wipe,1004,1272602,2,46,512GB,Set 5,In-house,Windows,893
RW,Maze_4e25,4e2554b448424859b508433e6c4a043718343febc7894a849f446dd197b47d1e,"Do_git_repository, Disk indexing",1003,1093235,51,56,100GB,Set 2,In-house,Windows,894
RW,TimeTime_5ee8,5ee8500fe1a2f22029908d4e2b32e7fb85aec03ffea714f3b5e82ebb2bc10f21,Anaconda_package,1002,2417695,57,61,512GB,Set 3,In-house,Windows,895
RW,MedusaLocker_f5fb,f5fb7fa5231c18f0951c755c4cb0ec07b0889b5e320f42213cbf6bbbe499ad31,"Compress_rar_using_winrar, Disk indexing",1003,2073411,57,41,100GB,Set 2,In-house,Windows,896
RW,Sodinokibi_6834,6834005e47c6ad53cb0793e1f13b6ea45383d86691b179f4229214d8768d0ceb,"Encrypt_using_aescrypt, Disk indexing",1003,1992584,45,45,512GB,Set 4,In-house,Windows,897
RW,LockBit_dd8f,dd8fe3966ab4d2d6215c63b3ac7abf4673d9c19f2d9f35a6bf247922c642ec2d,Cmake_from_source,1005,1164672,52,54,512GB,Set 5,In-house,Windows,898
RW,Play_dd10,dd101db5d9503f33a0c23d79da3642e999375748f7c1532e98c813b114bdfa1a,"Cmake_from_source, Disk indexing",1004,1699956,31,36,100GB,Set 2,In-house,Windows,899
RW,Hive_0320,03205e7bc39cc63bde2a396ecbd0a1d58ac014710121961bb910f05f400c757c,"Install_package, Disk indexing",1004,3422191,52,177,512GB,Set 4,In-house,Windows,900
RW,DECAF_a471,a471fdf6b137a6035b2a2746703cd696089940698fd533860d34e71cc6586850,"Compress_rar_using_winrar, Disk indexing",1002,1406588,52,55,100GB,Set 2,In-house,Windows,901
RW,Diavol_2723,2723c9b143ef85be072e18f670e06335c45bdb0ba369381f97f96658ae3503b0,Anaconda_package,1005,5008384,18,26,512GB,Set 3,In-house,Windows,902
RW,BlackMatter_5da8,5da8d2e1b36be0d661d276ea6523760dbe3fa4f3fdb7e32b144812ce50c483fa,"Install_package, Disk indexing",1003,1014181,35,40,100GB,Set 2,In-house,Windows,903
RW,BlackMatter_b824,b824bbc645f15e213b4cb2628f7d383e9e37282059b03f6fe60f7c84ea1fed1f,"Install_package, Disk indexing",1004,2306717,145,151,512GB,Set 4,In-house,Windows,904
RW,Maze_e8a0,e8a091a84dd2ea7ee429135ff48e9f48f7787637ccb79f6c3eb42f34588bc684,Do_git_repository,1005,3020227,36,43,512GB,Set 5,In-house,Windows,905
RW,Play_dd10,dd101db5d9503f33a0c23d79da3642e999375748f7c1532e98c813b114bdfa1a,"Get_and_install_apps, Disk indexing",1005,4011914,53,62,512GB,Set 4,In-house,Windows,906
RW,ViceSociety_HelloKitty_fa72,fa722d0667418d68c4935e1461010a8f730f02fa1f595ee68bd0768fd5d1f8bb,"Encrypt_using_aescrypt, Disk indexing",1003,4665883,36,36,100GB,Set 2,In-house,Windows,907
RW,RagnarLocker_041f,041fd213326dd5c10a16caf88ff076bb98c68c052284430fba5f601023d39a14,User_files_wipe,1004,1630684,55,114,512GB,Set 5,In-house,Windows,908
RW,Mespinoza_f602,f602319a51dfad374687a6d18f87c9f8e7b9cab956a4993c2ed83e7adad6e2db,"User_files_wipe, Disk indexing",1005,4145890,15,39,100GB,Set 2,In-house,Windows,909
RW,Maze_4263,4263eacd358d5ef9efacff1f63ff79487639136c0268938755a4bfe3f5797167,"Install_package, Disk indexing",1005,3955370,83,92,512GB,Set 4,In-house,Windows,910
RW,Hive_0320,03205e7bc39cc63bde2a396ecbd0a1d58ac014710121961bb910f05f400c757c,"Compress_using_7z_sw, Disk indexing",1003,874745,64,61,100GB,Set 2,In-house,Windows,911
RW,LockBit_7340,73406e0e7882addf0f810d3bc0e386fd5fd2dd441c895095f4125bb236ae7345,"User_files_wipe, Disk indexing",1004,1583973,24,86,100GB,Set 2,In-house,Windows,912
RW,BlackOut_ee13,ee13d59ae3601c948bd10560188447e6faaeef5336dcd605b52ee558ff2a8588,User_files_wipe,1004,3301652,33,106,100GB,Set 1,In-house,Windows,913
RW,Sugar_09ad,09ad72ac1eedef1ee80aa857e300161bc701a2d06105403fb7f3992cbf37c8b9,Get_and_install_apps,1004,4518832,78,87,100GB,Set 1,In-house,Windows,914
RW,Hive_0320,03205e7bc39cc63bde2a396ecbd0a1d58ac014710121961bb910f05f400c757c,User_files_wipe,1004,1295482,65,79,100GB,Set 1,In-house,Windows,915
RW,Play_dd10,dd101db5d9503f33a0c23d79da3642e999375748f7c1532e98c813b114bdfa1a,User_files_wipe,1004,2613670,23,177,512GB,Set 3,In-house,Windows,916
RW,Sugar_1d4f,1d4f0f02e613ccbbc47e32967371aa00f8d3dfcf388c39f0c55a911b8256f654,"Compress_using_7z_sw, Disk indexing",1003,5606926,78,91,512GB,Set 4,In-house,Windows,917
RW,Sodinokibi_9437,94379bb2c305a5754d60ae3d27daf5f7f4758ed3dad21ee1969640fd9e84e83f,Do_git_repository,1002,1099898,28,31,100GB,Set 1,In-house,Windows,918
RW,Mespinoza_f602,f602319a51dfad374687a6d18f87c9f8e7b9cab956a4993c2ed83e7adad6e2db,"Compress_rar_using_winrar, Disk indexing",1003,3991348,23,26,512GB,Set 4,In-house,Windows,919
RW,DECAF_a471,a471fdf6b137a6035b2a2746703cd696089940698fd533860d34e71cc6586850,"User_files_wipe, Disk indexing",1003,795755,22,43,100GB,Set 2,In-house,Windows,920
RW,Maze_3885,3885589a3c94d0475a6d994e4644e682f4cff93f8b4d65f37508ffe706861363,User_files_wipe,1004,2076902,125,140,512GB,Set 3,In-house,Windows,921
RW,Babuk_a522,a52267dc795a51404cbf2a7e8e7875929783bcc62abd6b7cfd1921c938cf2756,Cmake_from_source,1003,838040,49,49,512GB,Set 3,In-house,Windows,922
RW,BlackMatter_8ead,8eada5114fbbc73b7d648b38623fc206367c94c0e76cb3b395a33ea8859d2952,"Cmake_from_source, Disk indexing",1004,2193444,138,148,512GB,Set 4,In-house,Windows,923
RW,Nefilim_fb3f,fb3f622cf5557364a0a3abacc3e9acf399b3631bf3630acb8132514c486751e7,"Compress_using_7z_sw, Disk indexing",1002,3813336,65,74,512GB,Set 4,In-house,Windows,924
RW,Lorenz_edc2,edc2070fd8116f1df5c8d419189331ec606d10062818c5f3de865cd0f7d6db84,Install_package,1005,3266329,17,22,512GB,Set 5,In-house,Windows,925
RW,LockBit_786,786a4475e703e5c8d3d5cf05ca7071c579f856a1eb9afb3e4df359e7932b7170,"Get_and_install_apps, Disk indexing",1005,1609122,8,13,512GB,Set 4,In-house,Windows,926
RW,Cuba_21ac,21acdace25d774297eeb8e1387189129c37581f7307cef986c8b12054d0dc46b,Cmake_from_source,1003,3893036,35,44,512GB,Set 5,In-house,Windows,927
RW,Zeppelin_824,824a76c39895bc3ad4f5dfc27fc3ac80d26514118c4669505a1f0cfdc8fdbcdc,Encrypt_using_aescrypt,1004,4202198,47,55,512GB,Set 3,In-house,Windows,928
RW,AvosLocker_43b7,43b7a60c0ef8b4af001f45a0c57410b7374b1d75a6811e0dfc86e4d60f503856,"Compress_rar_using_winrar, Disk indexing",1004,1918424,16,16,512GB,Set 4,In-house,Windows,929
RW,Zeppelin_824,824a76c39895bc3ad4f5dfc27fc3ac80d26514118c4669505a1f0cfdc8fdbcdc,Do_git_repository,1005,3592717,49,59,512GB,Set 3,In-house,Windows,930
RW,Mespinoza_44f1,44f1def68aef34687bfacf3668e56873f9d603fc6741d5da1209cc55bdc6f1f9,Cmake_from_source,1003,4208223,20,22,512GB,Set 3,In-house,Windows,931
RW,Thanos_4852,4852f22df095db43f2a92e99384ff7667020413e74f67fcbd42fca16f8f96f4c,"Get_and_install_apps, Disk indexing",1002,4247302,58,70,512GB,Set 4,In-house,Windows,932
RW,Karma_3462,34629751d8202be456dcf149b516afefc980a9128dd6096fd6286fee530a0d20,Compress_using_7z_sw,1003,4066148,44,53,512GB,Set 3,In-house,Windows,933
RW,Karma_3462,34629751d8202be456dcf149b516afefc980a9128dd6096fd6286fee530a0d20,"Cmake_from_source, Disk indexing",1003,3568618,50,62,512GB,Set 4,In-house,Windows,934
RW,RagnarLocker_afab,afab912c41c920c867f1b2ada34114b22dcc9c5f3666edbfc4e9936c29a17a68,User_files_wipe,1003,1700827,38,241,512GB,Set 3,In-house,Windows,935
RW,Hive_45f,45fe0ecf68262d5a8f4e75715f3311279c9f9b41e4f27b5ff471a59f06076254,User_files_wipe,1002,1376451,68,80,100GB,Set 1,In-house,Windows,936
RW,Neshta_9317,9317dfe933c5c58703e0555320b047ca6c85b8bd2af03667cd4e42d1a0984726,Do_git_repository,1002,1433512,25,28,100GB,Set 1,In-house,Windows,937
RW,MountLocker_00ed,0abb4a302819cdca6c9f56893ca2b52856b55a0aa68a3cb8bdcd55dcc1fad9ad,Compress_rar_using_winrar,1004,4324332,166,20,512GB,Set 3,In-house,Windows,938
RW,RagnarLocker_041f,041fd213326dd5c10a16caf88ff076bb98c68c052284430fba5f601023d39a14,Install_package,1003,1487711,66,74,512GB,Set 3,In-house,Windows,939
RW,Sodinokibi_fd16,fd164c4c121371f94cfd3a034ad8cf8edc7c0f7141a8f4c9da1683d41b212a87,Do_git_repository,1003,674309,46,50,512GB,Set 3,In-house,Windows,940
RW,Maze_4e25,4e2554b448424859b508433e6c4a043718343febc7894a849f446dd197b47d1e,"Install_package, Disk indexing",1004,3687322,76,83,512GB,Set 4,In-house,Windows,941
RW,MountLocker_00ed,0abb4a302819cdca6c9f56893ca2b52856b55a0aa68a3cb8bdcd55dcc1fad9ad,Encrypt_using_aescrypt,1006,5520492,187,18,512GB,Set 3,In-house,Windows,942
RW,LockBit_bdc2,bdc2801e747ee4dd2b50b1ecd3fa3eb53b6c8101ec37eff8d18e485a7f4a7bd0,User_files_wipe,1004,1145762,5,28,100GB,Set 1,In-house,Windows,943
RW,Intercobros_ade5,ade5780b02f010a91f0684089100035366af865caba9c6beb66a271ccc89f2ae,Compress_rar_using_winrar,1004,2111482,32,39,100GB,Set 1,In-house,Windows,944
RW,Sodinokibi_fd16,fd164c4c121371f94cfd3a034ad8cf8edc7c0f7141a8f4c9da1683d41b212a87,Compress_rar_using_winrar,1004,1238741,13,19,100GB,Set 1,In-house,Windows,945
RW,Sodinokibi_de20,de20c90de7becbb2f8b92ac42d71a3db3db498472746d0d6f53c368dadba44b0,"Do_git_repository, Disk indexing",1007,1338331,53,52,512GB,Set 4,In-house,Windows,946
RW,Sugar_09ad,09ad72ac1eedef1ee80aa857e300161bc701a2d06105403fb7f3992cbf37c8b9,Compress_rar_using_winrar,1003,7148315,91,96,512GB,Set 5,In-house,Windows,947
RW,Hive_45f,45fe0ecf68262d5a8f4e75715f3311279c9f9b41e4f27b5ff471a59f06076254,Anaconda_package,1003,1449548,43,241,512GB,Set 5,In-house,Windows,948
RW,Alkhal_7a31,7a3175bed8d0e7ff9532430734875a83c2677c313a031ba67d38849d8e7bcc56,Do_git_repository,1005,2189148,42,50,100GB,Set 1,In-house,Windows,949
RW,Alkhal_7a31,7a3175bed8d0e7ff9532430734875a83c2677c313a031ba67d38849d8e7bcc56,Anaconda_package,1004,2221059,41,47,100GB,Set 1,In-house,Windows,950
RW,Thanos_caf8,caf815381680cfa6afedcd7c7af5a5c838788b1c7ec593ce817114a25ab63441,"Install_package, Disk indexing",1004,4883285,62,69,512GB,Set 4,In-house,Windows,951
RW,Sodinokibi_9b11,9b11711efed24b3c6723521a7d7eb4a52e4914db7420e278aa36e727459d59dd,Encrypt_using_aescrypt,1003,1349763,28,37,100GB,Set 1,In-house,Windows,952
RW,Diavol_2723,2723c9b143ef85be072e18f670e06335c45bdb0ba369381f97f96658ae3503b0,User_files_wipe,1004,3048165,11,145,512GB,Set 5,In-house,Windows,953
RW,Cuba_21ac,21acdace25d774297eeb8e1387189129c37581f7307cef986c8b12054d0dc46b,Compress_rar_using_winrar,1003,2985377,53,65,512GB,Set 5,In-house,Windows,954
RW,Hive_460b,460b096aaf535b0b8f0224da0f04c7f7997c62bf715839a8012c1e1154a38984,"Compress_rar_using_winrar, Disk indexing",1006,1506233,59,63,100GB,Set 2,In-house,Windows,955
RW,Hive_460b,460b096aaf535b0b8f0224da0f04c7f7997c62bf715839a8012c1e1154a38984,Compress_using_7z_sw,1003,3026169,71,79,512GB,Set 3,In-house,Windows,956
RW,Sodinokibi_7c8c,7c8cb66e9e5ac66415273a48528e1b2f781003f2109b5d704254b9e91d745a34,Install_package,1003,986859,42,45,512GB,Set 3,In-house,Windows,957
RW,ViceSociety_HelloKitty_fa72,fa722d0667418d68c4935e1461010a8f730f02fa1f595ee68bd0768fd5d1f8bb,Install_package,1004,7405295,17,20,512GB,Set 5,In-house,Windows,958
RW,Diavol_b3d,b3da793a00eebaf8987fe2b759369e3d7ff02d91111c219c707bcb9709357637,"Compress_rar_using_winrar, Disk indexing",1004,2854635,40,45,100GB,Set 2,In-house,Windows,959
RW,Sodinokibi_b992,b9924321b4f05ec0b98e272ddd4f91feb69eb93c44186ca165a4d51beed91152,User_files_wipe,1004,1167950,11,35,100GB,Set 1,In-house,Windows,960
RW,BlackOut_ee13,ee13d59ae3601c948bd10560188447e6faaeef5336dcd605b52ee558ff2a8588,"Install_package, Disk indexing",1005,2156552,28,32,100GB,Set 2,In-house,Windows,961
RW,Maze_e8a0,e8a091a84dd2ea7ee429135ff48e9f48f7787637ccb79f6c3eb42f34588bc684,"Cmake_from_source, Disk indexing",1004,2670681,56,61,512GB,Set 4,In-house,Windows,962
RW,Thanos_8141,81411c9010f2adcb4758bac5ed6128d5a76b24689d477f6ed2c3003fd57e4f3b,Install_package,1003,2002837,83,90,512GB,Set 5,In-house,Windows,963
RW,BlackMatter_8ead,8eada5114fbbc73b7d648b38623fc206367c94c0e76cb3b395a33ea8859d2952,Encrypt_using_aescrypt,1003,3083951,158,168,512GB,Set 3,In-house,Windows,964
RW,Sodinokibi_3b0c,3b0cf9bc480a7fc4a560ab26cd35a72313b1fa49bf6ef208c434a32b3f1588c4,Do_git_repository,1003,1451173,48,58,512GB,Set 5,In-house,Windows,965
RW,Diavol_b3d,b3da793a00eebaf8987fe2b759369e3d7ff02d91111c219c707bcb9709357637,"Get_and_install_apps, Disk indexing",1004,4111934,17,26,512GB,Set 4,In-house,Windows,966
RW,Thanos_8141,81411c9010f2adcb4758bac5ed6128d5a76b24689d477f6ed2c3003fd57e4f3b,"Compress_rar_using_winrar, Disk indexing",1003,1572656,49,55,100GB,Set 2,In-house,Windows,967
RW,LockBit_dd8f,dd8fe3966ab4d2d6215c63b3ac7abf4673d9c19f2d9f35a6bf247922c642ec2d,Anaconda_package,1003,2703949,57,72,512GB,Set 5,In-house,Windows,968
RW,Sugar_1d4f,1d4f0f02e613ccbbc47e32967371aa00f8d3dfcf388c39f0c55a911b8256f654,"Compress_using_7z_sw, Disk indexing",1003,4335884,79,84,100GB,Set 2,In-house,Windows,969
RW,Hive_dfa5,dfa517693faeadc9d623f5fe5238667c69851f88d7dc19cf9d2d92101cb80c7e,User_files_wipe,1003,1213977,56,79,100GB,Set 1,In-house,Windows,970
RW,Maze_3885,3885589a3c94d0475a6d994e4644e682f4cff93f8b4d65f37508ffe706861363,Encrypt_using_aescrypt,1005,2358712,154,158,512GB,Set 5,In-house,Windows,971
RW,Hive_45f,45fe0ecf68262d5a8f4e75715f3311279c9f9b41e4f27b5ff471a59f06076254,"Encrypt_using_aescrypt, Disk indexing",1004,2536629,38,285,512GB,Set 4,In-house,Windows,972
RW,DECAF_a471,a471fdf6b137a6035b2a2746703cd696089940698fd533860d34e71cc6586850,"Compress_using_7z_sw, Disk indexing",1003,1463706,56,59,100GB,Set 2,In-house,Windows,973
RW,BlackMatter_c6e2,c6e2ef30a86baa670590bd21acf5b91822117e0cbe6060060bc5fe0182dace99,Cmake_from_source,1004,1555282,82,92,512GB,Set 3,In-house,Windows,974
